Customer_No,Prediction,Probability_Prediction
99313,0,0.36
99314,0,0.09
99315,0,0.14
99316,0,0.36
99317,0,0.22
99318,1,0.54
99319,0,0.26
99320,0,0.26
99321,0,0.3
99322,1,0.52
99323,0,0.13
99324,0,0.04
99325,0,0.26
99326,0,0.42
99327,0,0.26
99328,0,0.14
99329,0,0.28
99330,0,0.2
99331,0,0.2
99332,0,0.14
99333,0,0.06
99334,0,0.22
99335,0,0.4
99336,0,0.21
99337,0,0.33
99338,0,0.16
99339,0,0.27
99340,0,0.12
99341,0,0.11
99342,0,0.42
99343,1,0.55
99344,0,0.38
99345,0,0.2
99346,0,0.28
99347,0,0.36
99348,0,0.21
99349,0,0.26
99350,1,0.6
99351,0,0.16
99352,0,0.24
99353,0,0.29
99354,0,0.24
99355,0,0.16
99356,0,0.15
99357,0,0.2
99358,0,0.31
99359,0,0.41
99360,0,0.2
99361,0,0.24
99362,0,0.28
99363,0,0.05
99364,0,0.24
99365,0,0.29
99366,0,0.24
99367,0,0.18
99368,0,0.22
99369,0,0.22
99370,0,0.28
99371,0,0.26
99372,0,0.26
99373,1,0.7
99374,0,0.19
99375,0,0.12
99376,0,0.28
99377,0,0.49
99378,0,0.22
99379,0,0.42
99380,0,0.3
99381,0,0.3
99382,0,0.36
99383,0,0.04
99384,0,0.32
99385,0,0.19
99386,0,0.22
99387,0,0.3
99388,1,0.56
99389,0,0.33
99390,0,0.14
99391,0,0.26
99392,0,0.12
99393,1,0.58
99394,0,0.34
99395,0,0.37
99396,0,0.25
99397,0,0.11
99398,0,0.12
99399,0,0.25
99400,0,0.34
99401,0,0.34
99402,0,0.08
99403,0,0.46
99404,0,0.21
99405,0,0.38
99406,0,0.38
99407,0,0.32
99408,0,0.17
99409,0,0.24
99410,0,0.2
99411,0,0.22
99412,0,0.48
99413,1,0.55
99414,0,0.13
99415,0,0.34
99416,0,0.48
99417,0,0.27
99418,0,0.14
99419,0,0.16
99420,0,0.48
99421,0,0.18
99422,0,0.23
99423,0,0.35
99424,0,0.16
99425,0,0.12
99426,0,0.18
99427,0,0.27
99428,1,0.61
99429,0,0.3
99430,0,0.15
99431,1,0.56
99432,0,0.16
99433,0,0.28
99434,0,0.12
99435,0,0.29
99436,0,0.46
99437,0,0.32
99438,0,0.3
99439,0,0.2
99440,1,0.56
99441,0,0.29
99442,1,0.58
99443,0,0.26
99444,0,0.24
99445,0,0.28
99446,1,0.56
99447,1,0.58
99448,0,0.26
99449,0,0.42
99450,0,0.22
99451,0,0.27
99452,0,0.26
99453,0,0.19
99454,0,0.25
99455,0,0.23
99456,0,0.36
99457,0,0.3
99458,0,0.42
99459,0,0.16
99460,0,0.49
99461,1,0.62
99462,0,0.26
99463,0,0.24
99464,0,0.1
99465,0,0.18
99466,0,0.48
99467,0,0.26
99468,0,0.3
99469,0,0.18
99470,0,0.09
99471,0,0.13
99472,0,0.3
99473,0,0.2
99474,0,0.28
99475,0,0.25
99476,0,0.31
99477,0,0.32
99478,0,0.16
99479,0,0.38
99480,0,0.3
99481,0,0.32
99482,0,0.42
99483,0,0.22
99484,0,0.36
99485,0,0.19
99486,0,0.41
99487,0,0.36
99488,0,0.34
99489,0,0.24
99490,0,0.36
99491,0,0.42
99492,0,0.12
99493,0,0.24
99494,0,0.13
99495,0,0.2
99496,0,0.18
99497,1,0.52
99498,0,0.46
99499,1,0.54
99500,0,0.16
99501,0,0.4
99502,0,0.19
99503,0,0.36
99504,0,0.13
99505,0,0.26
99506,0,0.1
99507,0,0.13
99508,0,0.14
99509,0,0.31
99510,0,0.26
99511,0,0.08
99512,0,0.31
99513,0,0.18
99514,0,0.28
99515,0,0.15
99516,0,0.46
99517,0,0.16
99518,0,0.36
99519,0,0.39
99520,0,0.36
99521,0,0.38
99522,0,0.06
99523,0,0.25
99524,0,0.31
99525,0,0.04
99526,0,0.23
99527,0,0.38
99528,0,0.2
99529,0,0.2
99530,0,0.12
99531,0,0.26
99532,0,0.21
99533,0,0.21
99534,0,0.36
99535,1,0.57
99536,1,0.5
99537,0,0.21
99538,0,0.26
99539,0,0.19
99540,0,0.3
99541,0,0.19
99542,0,0.48
99543,0,0.34
99544,0,0.07
99545,0,0.31
99546,0,0.25
99547,0,0.08
99548,0,0.26
99549,0,0.24
99550,0,0.22
99551,0,0.42
99552,0,0.46
99553,0,0.07
99554,0,0.16
99555,0,0.45
99556,0,0.47
99557,0,0.24
99558,1,0.56
99559,0,0.28
99560,0,0.38
99561,0,0.22
99562,0,0.24
99563,0,0.37
99564,0,0.32
99565,0,0.19
99566,0,0.11
99567,0,0.16
99568,1,0.63
99569,0,0.25
99570,0,0.24
99571,0,0.2
99572,0,0.24
99573,0,0.28
99574,0,0.26
99575,0,0.28
99576,0,0.08
99577,0,0.14
99578,0,0.34
99579,0,0.26
99580,0,0.14
99581,0,0.4
99582,0,0.34
99583,0,0.49
99584,0,0.32
99585,0,0.23
99586,0,0.34
99587,0,0.14
99588,0,0.24
99589,0,0.23
99590,0,0.31
99591,0,0.36
99592,0,0.36
99593,0,0.24
99594,0,0.24
99595,0,0.21
99596,0,0.14
99597,0,0.42
99598,0,0.08
99599,0,0.36
99600,0,0.08
99601,0,0.32
99602,0,0.36
99603,0,0.16
99604,0,0.18
99605,0,0.44
99606,0,0.46
99607,0,0.38
99608,0,0.34
99609,0,0.38
99610,1,0.56
99611,0,0.28
99612,0,0.2
99613,0,0.24
99614,0,0.24
99615,0,0.16
99616,1,0.52
99617,0,0.38
99618,0,0.39
99619,0,0.4
99620,0,0.18
99621,0,0.2
99622,0,0.29
99623,0,0.0
99624,0,0.32
99625,0,0.38
99626,1,0.58
99627,0,0.28
99628,0,0.2
99629,0,0.28
99630,0,0.4
99631,0,0.13
99632,0,0.08
99633,0,0.31
99634,0,0.38
99635,0,0.19
99636,0,0.13
99637,0,0.33
99638,0,0.25
99639,0,0.48
99640,0,0.28
99641,0,0.14
99642,0,0.06
99643,0,0.46
99644,0,0.42
99645,0,0.37
99646,0,0.24
99647,0,0.4
99648,0,0.21
99649,0,0.42
99650,0,0.22
99651,0,0.16
99652,0,0.3
99653,0,0.31
99654,0,0.22
99655,0,0.34
99656,0,0.28
99657,1,0.7
99658,0,0.44
99659,0,0.15
99660,0,0.46
99661,0,0.17
99662,1,0.74
99663,0,0.15
99664,0,0.24
99665,1,0.7
99666,0,0.36
99667,1,0.53
99668,0,0.22
99669,0,0.4
99670,0,0.34
99671,0,0.28
99672,0,0.14
99673,0,0.08
99674,0,0.08
99675,0,0.24
99676,0,0.12
99677,0,0.41
99678,0,0.26
99679,0,0.1
99680,0,0.16
99681,0,0.11
99682,0,0.46
99683,0,0.34
99684,0,0.22
99685,0,0.38
99686,0,0.1
99687,1,0.74
99688,0,0.04
99689,0,0.14
99690,0,0.19
99691,1,0.66
99692,0,0.1
99693,0,0.3
99694,0,0.23
99695,0,0.16
99696,0,0.28
99697,0,0.12
99698,0,0.22
99699,0,0.36
99700,0,0.1
99701,0,0.16
99702,0,0.08
99703,1,0.56
99704,0,0.28
99705,0,0.12
99706,0,0.46
99707,0,0.18
99708,0,0.22
99709,0,0.22
99710,0,0.33
99711,1,0.52
99712,0,0.31
99713,0,0.11
99714,1,0.66
99715,0,0.23
99716,0,0.23
99717,0,0.35
99718,0,0.33
99719,1,0.72
99720,0,0.4
99721,1,0.57
99722,0,0.31
99723,0,0.14
99724,0,0.32
99725,0,0.46
99726,0,0.5
99727,0,0.24
99728,0,0.07
99729,1,0.68
99730,0,0.12
99731,0,0.2
99732,0,0.24
99733,0,0.22
99734,0,0.42
99735,0,0.13
99736,0,0.11
99737,0,0.35
99738,0,0.24
99739,0,0.14
99740,0,0.24
99741,0,0.26
99742,0,0.38
99743,0,0.24
99744,0,0.2
99745,0,0.12
99746,0,0.36
99747,0,0.31
99748,0,0.23
99749,0,0.3
99750,0,0.22
99751,0,0.3
99752,0,0.22
99753,0,0.38
99754,0,0.33
99755,0,0.48
99756,0,0.29
99757,0,0.12
99758,0,0.35
99759,0,0.28
99760,0,0.24
99761,0,0.26
99762,0,0.24
99763,0,0.3
99764,0,0.08
99765,0,0.26
99766,0,0.14
99767,1,0.72
99768,1,0.64
99769,0,0.12
99770,0,0.18
99771,0,0.16
99772,0,0.18
99773,0,0.26
99774,0,0.3
99775,0,0.28
99776,0,0.26
99777,0,0.3
99778,0,0.3
99779,0,0.35
99780,0,0.09
99781,0,0.38
99782,0,0.2
99783,0,0.24
99784,0,0.12
99785,0,0.04
99786,0,0.22
99787,0,0.22
99788,0,0.31
99789,0,0.3
99790,0,0.41
99791,0,0.3
99792,0,0.16
99793,0,0.16
99794,0,0.28
99795,0,0.12
99796,0,0.09
99797,0,0.16
99798,0,0.44
99799,0,0.3
99800,0,0.27
99801,0,0.36
99802,0,0.21
99803,0,0.24
99804,0,0.22
99805,0,0.34
99806,0,0.3
99807,0,0.3
99808,0,0.41
99809,0,0.18
99810,0,0.18
99811,1,0.72
99812,0,0.16
99813,0,0.32
99814,0,0.23
99815,0,0.27
99816,0,0.1
99817,0,0.4
99818,0,0.32
99819,0,0.11
99820,0,0.28
99821,0,0.2
99822,0,0.1
99823,0,0.22
99824,1,0.53
99825,0,0.24
99826,0,0.23
99827,0,0.44
99828,0,0.34
99829,0,0.06
99830,0,0.45
99831,0,0.24
99832,0,0.28
99833,0,0.24
99834,0,0.23
99835,0,0.06
99836,0,0.38
99837,0,0.44
99838,0,0.44
99839,0,0.28
99840,0,0.34
99841,0,0.44
99842,0,0.19
99843,0,0.41
99844,0,0.39
99845,0,0.11
99846,0,0.24
99847,0,0.44
99848,0,0.34
99849,0,0.22
99850,1,0.52
99851,1,0.55
99852,0,0.32
99853,0,0.22
99854,1,0.7
99855,0,0.2
99856,0,0.3
99857,0,0.18
99858,0,0.42
99859,0,0.2
99860,0,0.38
99861,0,0.23
99862,0,0.16
99863,0,0.21
99864,0,0.23
99865,0,0.13
99866,0,0.06
99867,1,0.66
99868,0,0.28
99869,0,0.19
99870,0,0.18
99871,0,0.25
99872,0,0.3
99873,1,0.52
99874,0,0.5
99875,1,0.54
99876,0,0.32
99877,0,0.14
99878,0,0.08
99879,0,0.21
99880,0,0.24
99881,0,0.2
99882,0,0.24
99883,0,0.15
99884,0,0.18
99885,0,0.5
99886,0,0.33
99887,0,0.42
99888,0,0.22
99889,0,0.06
99890,0,0.2
99891,0,0.22
99892,0,0.27
99893,0,0.24
99894,1,0.6
99895,1,0.54
99896,0,0.35
99897,0,0.24
99898,0,0.12
99899,0,0.29
99900,0,0.15
99901,0,0.22
99902,0,0.32
99903,0,0.23
99904,1,0.51
99905,1,0.52
99906,0,0.33
99907,0,0.24
99908,1,0.59
99909,0,0.24
99910,0,0.15
99911,0,0.2
99912,0,0.18
99913,0,0.14
99914,0,0.2
99915,0,0.39
99916,0,0.18
99917,0,0.09
99918,0,0.2
99919,0,0.07
99920,0,0.16
99921,0,0.28
99922,0,0.36
99923,1,0.68
99924,1,0.64
99925,0,0.44
99926,0,0.21
99927,0,0.09
99928,0,0.28
99929,0,0.36
99930,0,0.15
99931,0,0.34
99932,0,0.22
99933,0,0.24
99934,0,0.42
99935,0,0.34
99936,0,0.42
99937,0,0.28
99938,0,0.4
99939,0,0.23
99940,1,0.61
99941,0,0.15
99942,0,0.36
99943,1,0.58
99944,0,0.24
99945,0,0.22
99946,0,0.24
99947,0,0.17
99948,0,0.46
99949,0,0.24
99950,0,0.28
99951,1,0.74
99952,0,0.24
99953,0,0.22
99954,0,0.15
99955,0,0.32
99956,0,0.16
99957,1,0.54
99958,0,0.27
99959,0,0.28
99960,0,0.17
99961,0,0.48
99962,0,0.24
99963,0,0.45
99964,0,0.17
99965,0,0.13
99966,0,0.3
99967,0,0.27
99968,0,0.35
99969,0,0.28
99970,0,0.21
99971,0,0.16
99972,0,0.38
99973,0,0.2
99974,0,0.25
99975,0,0.12
99976,0,0.29
99977,0,0.16
99978,0,0.23
99979,0,0.24
99980,0,0.24
99981,0,0.04
99982,0,0.1
99983,0,0.22
99984,0,0.24
99985,0,0.29
99986,0,0.21
99987,0,0.3
99988,0,0.22
99989,0,0.24
99990,0,0.27
99991,1,0.56
99992,0,0.35
99993,0,0.2
99994,0,0.3
99995,0,0.14
99996,0,0.14
99997,0,0.23
99998,0,0.18
99999,0,0.36
100000,0,0.28
100001,0,0.16
100002,0,0.42
100003,0,0.18
100004,0,0.28
100005,0,0.46
100006,0,0.38
100007,1,0.58
100008,0,0.3
100009,0,0.14
100010,0,0.18
100011,0,0.06
100012,0,0.28
100013,0,0.42
100014,0,0.12
100015,0,0.3
100016,0,0.09
100017,0,0.34
100018,0,0.28
100019,0,0.12
100020,0,0.24
100021,0,0.24
100022,0,0.4
100023,0,0.38
100024,0,0.15
100025,0,0.46
100026,0,0.17
100027,0,0.18
100028,0,0.2
100029,1,0.55
100030,0,0.4
100031,0,0.14
100032,0,0.45
100033,0,0.3
100034,0,0.26
100035,0,0.38
100036,1,0.57
100037,0,0.24
100038,0,0.43
100039,0,0.16
100040,0,0.14
100041,0,0.16
100042,0,0.19
100043,0,0.31
100044,0,0.49
100045,0,0.15
100046,0,0.24
100047,0,0.44
100048,0,0.31
100049,1,0.8
100050,0,0.38
100051,0,0.14
100052,0,0.21
100053,1,0.58
100054,0,0.28
100055,0,0.08
100056,0,0.13
100057,0,0.2
100058,0,0.31
100059,0,0.44
100060,0,0.44
100061,0,0.4
100062,0,0.3
100063,0,0.16
100064,0,0.2
100065,0,0.31
100066,0,0.23
100067,0,0.23
100068,0,0.15
100069,0,0.26
100070,0,0.3
100071,0,0.18
100072,0,0.35
100073,0,0.21
100074,0,0.17
100075,0,0.13
100076,1,0.68
100077,0,0.16
100078,0,0.46
100079,0,0.28
100080,0,0.11
100081,1,0.66
100082,0,0.34
100083,0,0.04
100084,0,0.11
100085,0,0.3
100086,0,0.18
100087,1,0.7
100088,0,0.39
100089,0,0.38
100090,0,0.2
100091,0,0.24
100092,1,0.62
100093,0,0.23
100094,0,0.32
100095,0,0.16
100096,0,0.15
100097,0,0.26
100098,0,0.32
100099,0,0.03
100100,0,0.26
100101,0,0.2
100102,0,0.16
100103,0,0.1
100104,0,0.34
100105,0,0.22
100106,0,0.46
100107,0,0.17
100108,0,0.1
100109,0,0.38
100110,0,0.18
100111,0,0.23
100112,0,0.22
100113,0,0.32
100114,0,0.5
100115,0,0.38
100116,1,0.69
100117,0,0.28
100118,0,0.21
100119,0,0.23
100120,0,0.28
100121,1,0.64
100122,0,0.48
100123,0,0.4
100124,0,0.06
100125,0,0.12
100126,0,0.26
100127,0,0.24
100128,0,0.06
100129,0,0.24
100130,0,0.32
100131,0,0.3
100132,0,0.2
100133,0,0.29
100134,1,0.7
100135,0,0.18
100136,0,0.34
100137,0,0.36
100138,0,0.33
100139,0,0.37
100140,0,0.43
100141,0,0.24
100142,0,0.42
100143,0,0.21
100144,0,0.18
100145,0,0.04
100146,1,0.5
100147,0,0.33
100148,0,0.34
100149,0,0.46
100150,0,0.26
100151,0,0.25
100152,0,0.46
100153,0,0.17
100154,0,0.22
100155,0,0.12
100156,0,0.36
100157,0,0.26
100158,0,0.42
100159,1,0.68
100160,0,0.28
100161,0,0.34
100162,0,0.33
100163,0,0.21
100164,0,0.33
100165,0,0.16
100166,0,0.16
100167,0,0.28
100168,1,0.68
100169,1,0.73
100170,0,0.46
100171,0,0.28
100172,0,0.27
100173,0,0.27
100174,0,0.29
100175,0,0.26
100176,0,0.28
100177,0,0.22
100178,0,0.16
100179,0,0.16
100180,0,0.12
100181,0,0.22
100182,0,0.18
100183,0,0.26
100184,0,0.39
100185,0,0.14
100186,0,0.36
100187,0,0.26
100188,0,0.43
100189,0,0.28
100190,0,0.17
100191,0,0.06
100192,0,0.24
100193,0,0.44
100194,0,0.22
100195,0,0.19
100196,0,0.2
100197,0,0.14
100198,1,0.72
100199,0,0.34
100200,0,0.34
100201,0,0.32
100202,0,0.45
100203,0,0.34
100204,0,0.24
100205,0,0.14
100206,0,0.46
100207,0,0.3
100208,0,0.09
100209,0,0.14
100210,0,0.4
100211,0,0.16
100212,0,0.18
100213,0,0.35
100214,0,0.18
100215,0,0.26
100216,0,0.32
100217,0,0.17
100218,0,0.18
100219,0,0.3
100220,0,0.18
100221,0,0.24
100222,1,0.55
100223,0,0.44
100224,0,0.45
100225,0,0.19
100226,0,0.4
100227,0,0.2
100228,0,0.36
100229,0,0.29
100230,0,0.29
100231,0,0.34
100232,0,0.17
100233,0,0.14
100234,0,0.34
100235,0,0.29
100236,0,0.37
100237,0,0.24
100238,0,0.26
100239,0,0.16
100240,0,0.38
100241,0,0.24
100242,0,0.18
100243,0,0.22
100244,0,0.2
100245,0,0.02
100246,0,0.2
100247,0,0.44
100248,0,0.2
100249,0,0.23
100250,0,0.06
100251,1,0.69
100252,0,0.26
100253,0,0.33
100254,0,0.21
100255,0,0.27
100256,0,0.08
100257,0,0.26
100258,0,0.32
100259,0,0.34
100260,1,0.65
100261,0,0.1
100262,0,0.14
100263,0,0.22
100264,0,0.15
100265,0,0.1
100266,0,0.16
100267,0,0.22
100268,0,0.23
100269,0,0.12
100270,0,0.16
100271,0,0.34
100272,1,0.62
100273,0,0.29
100274,0,0.3
100275,0,0.16
100276,0,0.34
100277,0,0.26
100278,0,0.06
100279,0,0.09
100280,0,0.14
100281,0,0.27
100282,0,0.08
100283,0,0.08
100284,0,0.2
100285,0,0.24
100286,0,0.27
100287,0,0.42
100288,0,0.18
100289,0,0.24
100290,0,0.33
100291,0,0.24
100292,0,0.04
100293,0,0.14
100294,1,0.55
100295,0,0.16
100296,0,0.36
100297,0,0.36
100298,0,0.22
100299,0,0.2
100300,0,0.36
100301,0,0.22
100302,0,0.11
100303,0,0.35
100304,0,0.3
100305,0,0.3
100306,1,0.61
100307,0,0.42
100308,0,0.06
100309,0,0.24
100310,0,0.13
100311,0,0.14
100312,0,0.12
100313,0,0.22
100314,0,0.19
100315,0,0.14
100316,0,0.24
100317,0,0.05
100318,0,0.23
100319,0,0.28
100320,0,0.24
100321,0,0.32
100322,0,0.16
100323,0,0.3
100324,0,0.24
100325,0,0.36
100326,0,0.38
100327,0,0.2
100328,0,0.36
100329,0,0.36
100330,0,0.22
100331,0,0.12
100332,0,0.4
100333,0,0.35
100334,1,0.78
100335,1,0.5
100336,0,0.34
100337,0,0.26
100338,0,0.3
100339,0,0.36
100340,0,0.33
100341,0,0.26
100342,0,0.12
100343,0,0.25
100344,0,0.23
100345,0,0.06
100346,0,0.08
100347,0,0.27
100348,0,0.34
100349,0,0.08
100350,0,0.36
100351,0,0.19
100352,0,0.32
100353,0,0.31
100354,0,0.23
100355,0,0.22
100356,0,0.33
100357,0,0.33
100358,0,0.34
100359,0,0.25
100360,0,0.4
100361,0,0.17
100362,0,0.25
100363,0,0.3
100364,0,0.16
100365,0,0.24
100366,0,0.22
100367,0,0.48
100368,0,0.4
100369,0,0.4
100370,0,0.17
100371,0,0.28
100372,0,0.36
100373,0,0.22
100374,0,0.4
100375,0,0.22
100376,0,0.2
100377,0,0.19
100378,0,0.33
100379,0,0.28
100380,0,0.18
100381,0,0.32
100382,0,0.28
100383,0,0.1
100384,0,0.28
100385,0,0.16
100386,0,0.18
100387,1,0.62
100388,0,0.3
100389,0,0.16
100390,1,0.64
100391,0,0.32
100392,0,0.32
100393,0,0.22
100394,0,0.31
100395,0,0.28
100396,0,0.38
100397,0,0.39
100398,0,0.26
100399,0,0.16
100400,0,0.34
100401,0,0.08
100402,0,0.26
100403,0,0.26
100404,0,0.22
100405,0,0.29
100406,0,0.06
100407,0,0.3
100408,0,0.22
100409,0,0.35
100410,0,0.28
100411,0,0.33
100412,0,0.12
100413,0,0.24
100414,1,0.68
100415,0,0.33
100416,0,0.36
100417,0,0.29
100418,0,0.48
100419,1,0.66
100420,0,0.2
100421,0,0.27
100422,0,0.3
100423,0,0.07
100424,0,0.16
100425,0,0.26
100426,0,0.24
100427,0,0.12
100428,0,0.28
100429,0,0.38
100430,0,0.24
100431,0,0.25
100432,0,0.28
100433,0,0.12
100434,0,0.22
100435,0,0.34
100436,0,0.22
100437,0,0.24
100438,0,0.42
100439,0,0.18
100440,0,0.3
100441,1,0.6
100442,0,0.21
100443,0,0.21
100444,0,0.12
100445,0,0.28
100446,0,0.32
100447,0,0.25
100448,0,0.13
100449,0,0.26
100450,1,0.56
100451,0,0.08
100452,0,0.1
100453,0,0.08
100454,0,0.22
100455,0,0.17
100456,0,0.32
100457,0,0.16
100458,0,0.3
100459,0,0.12
100460,0,0.19
100461,0,0.26
100462,0,0.33
100463,0,0.21
100464,0,0.32
100465,0,0.19
100466,0,0.44
100467,0,0.16
100468,0,0.08
100469,1,0.64
100470,0,0.44
100471,0,0.4
100472,1,0.5
100473,1,0.5
100474,0,0.18
100475,0,0.16
100476,0,0.18
100477,1,0.66
100478,0,0.12
100479,0,0.4
100480,0,0.38
100481,0,0.22
100482,0,0.28
100483,0,0.16
100484,0,0.22
100485,0,0.18
100486,0,0.28
100487,0,0.29
100488,0,0.16
100489,0,0.32
100490,1,0.64
100491,0,0.28
100492,0,0.24
100493,0,0.26
100494,0,0.22
100495,0,0.28
100496,0,0.4
100497,0,0.2
100498,0,0.14
100499,0,0.44
100500,0,0.4
100501,1,0.52
100502,0,0.08
100503,0,0.28
100504,0,0.24
100505,0,0.45
100506,0,0.21
100507,0,0.3
100508,0,0.16
100509,0,0.16
100510,0,0.2
100511,0,0.22
100512,0,0.24
100513,0,0.06
100514,1,0.5
100515,0,0.28
100516,0,0.05
100517,0,0.46
100518,0,0.14
100519,0,0.24
100520,1,0.69
100521,0,0.14
100522,0,0.4
100523,1,0.52
100524,0,0.15
100525,0,0.32
100526,1,0.52
100527,0,0.49
100528,1,0.54
100529,0,0.42
100530,1,0.72
100531,0,0.25
100532,0,0.42
100533,0,0.32
100534,0,0.34
100535,0,0.32
100536,0,0.24
100537,0,0.22
100538,0,0.36
100539,0,0.43
100540,0,0.14
100541,0,0.27
100542,0,0.26
100543,0,0.19
100544,0,0.24
100545,0,0.28
100546,0,0.07
100547,0,0.26
100548,0,0.16
100549,1,0.57
100550,0,0.18
100551,0,0.22
100552,0,0.24
100553,0,0.28
100554,0,0.17
100555,0,0.21
100556,0,0.48
100557,0,0.32
100558,0,0.26
100559,0,0.27
100560,0,0.29
100561,0,0.24
100562,0,0.18
100563,0,0.27
100564,0,0.41
100565,0,0.29
100566,0,0.28
100567,0,0.17
100568,0,0.2
100569,0,0.34
100570,0,0.26
100571,0,0.28
100572,0,0.22
100573,0,0.17
100574,0,0.36
100575,0,0.22
100576,0,0.44
100577,0,0.48
100578,0,0.28
100579,1,0.52
100580,0,0.36
100581,0,0.08
100582,0,0.12
100583,1,0.66
100584,0,0.4
100585,0,0.2
100586,0,0.22
100587,0,0.14
100588,0,0.3
100589,0,0.23
100590,0,0.19
100591,0,0.21
100592,0,0.3
100593,0,0.24
100594,0,0.22
100595,0,0.19
100596,0,0.43
100597,0,0.06
100598,0,0.3
100599,0,0.24
100600,1,0.63
100601,0,0.32
100602,0,0.26
100603,0,0.35
100604,0,0.36
100605,0,0.36
100606,0,0.42
100607,1,0.66
100608,1,0.51
100609,0,0.14
100610,0,0.37
100611,0,0.28
100612,0,0.29
100613,0,0.3
100614,0,0.16
100615,0,0.09
100616,0,0.2
100617,0,0.18
100618,0,0.16
100619,0,0.42
100620,0,0.21
100621,0,0.37
100622,0,0.22
100623,0,0.12
100624,0,0.27
100625,0,0.22
100626,0,0.03
100627,0,0.23
100628,1,0.61
100629,0,0.38
100630,0,0.21
100631,0,0.18
100632,0,0.31
100633,0,0.43
100634,0,0.2
100635,0,0.03
100636,0,0.18
100637,0,0.04
100638,0,0.41
100639,0,0.48
100640,0,0.3
100641,0,0.34
100642,0,0.15
100643,0,0.12
100644,0,0.31
100645,0,0.28
100646,0,0.36
100647,0,0.22
100648,0,0.24
100649,0,0.2
100650,1,0.6
100651,0,0.31
100652,0,0.32
100653,0,0.19
100654,0,0.42
100655,0,0.2
100656,0,0.38
100657,0,0.37
100658,0,0.14
100659,1,0.56
100660,0,0.32
100661,0,0.2
100662,0,0.16
100663,0,0.19
100664,0,0.37
100665,0,0.3
100666,0,0.28
100667,0,0.11
100668,0,0.26
100669,0,0.4
100670,0,0.35
100671,0,0.36
100672,0,0.28
100673,0,0.22
100674,0,0.2
100675,0,0.14
100676,1,0.65
100677,0,0.28
100678,0,0.08
100679,0,0.19
100680,0,0.31
100681,0,0.29
100682,0,0.24
100683,0,0.12
100684,0,0.24
100685,0,0.32
100686,0,0.2
100687,0,0.32
100688,1,0.6
100689,0,0.17
100690,0,0.16
100691,0,0.38
100692,0,0.28
100693,0,0.42
100694,0,0.23
100695,1,0.52
100696,0,0.33
100697,1,0.64
100698,0,0.15
100699,0,0.06
100700,0,0.42
100701,0,0.23
100702,0,0.15
100703,0,0.31
100704,0,0.1
100705,0,0.15
100706,0,0.25
100707,0,0.28
100708,0,0.02
100709,0,0.3
100710,0,0.14
100711,0,0.18
100712,0,0.22
100713,0,0.28
100714,0,0.11
100715,0,0.2
100716,0,0.15
100717,0,0.12
100718,0,0.32
100719,0,0.26
100720,0,0.22
100721,0,0.47
100722,0,0.22
100723,0,0.04
100724,0,0.4
100725,0,0.36
100726,0,0.44
100727,0,0.1
100728,0,0.43
100729,1,0.69
100730,0,0.36
100731,1,0.51
100732,0,0.3
100733,0,0.1
100734,0,0.22
100735,0,0.14
100736,0,0.16
100737,0,0.08
100738,0,0.34
100739,0,0.26
100740,0,0.19
100741,1,0.55
100742,0,0.18
100743,0,0.39
100744,0,0.28
100745,0,0.34
100746,0,0.19
100747,0,0.16
100748,0,0.16
100749,0,0.3
100750,0,0.36
100751,0,0.22
100752,0,0.28
100753,0,0.24
100754,0,0.46
100755,0,0.23
100756,0,0.15
100757,0,0.18
100758,0,0.37
100759,0,0.33
100760,1,0.55
100761,0,0.35
100762,0,0.44
100763,0,0.34
100764,0,0.28
100765,0,0.22
100766,0,0.11
100767,0,0.21
100768,0,0.34
100769,0,0.3
100770,0,0.28
100771,0,0.3
100772,0,0.35
100773,0,0.36
100774,0,0.32
100775,0,0.3
100776,0,0.3
100777,0,0.33
100778,0,0.46
100779,0,0.44
100780,0,0.22
100781,0,0.26
100782,0,0.26
100783,0,0.47
100784,0,0.48
100785,0,0.36
100786,1,0.51
100787,0,0.46
100788,0,0.42
100789,0,0.34
100790,0,0.23
100791,0,0.19
100792,0,0.34
100793,0,0.25
100794,0,0.2
100795,0,0.18
100796,0,0.4
100797,0,0.28
100798,0,0.33
100799,0,0.18
100800,0,0.38
100801,0,0.24
100802,0,0.28
100803,0,0.42
100804,0,0.18
100805,0,0.34
100806,0,0.2
100807,0,0.24
100808,0,0.14
100809,0,0.3
100810,0,0.4
100811,0,0.47
100812,0,0.22
100813,0,0.14
100814,0,0.26
100815,0,0.41
100816,0,0.18
100817,1,0.61
100818,0,0.26
100819,0,0.26
100820,0,0.36
100821,0,0.24
100822,0,0.3
100823,0,0.46
100824,0,0.14
100825,0,0.22
100826,0,0.4
100827,1,0.55
100828,0,0.14
100829,0,0.4
100830,0,0.34
100831,0,0.34
100832,0,0.2
100833,0,0.24
100834,0,0.16
100835,0,0.18
100836,0,0.2
100837,0,0.15
100838,0,0.31
100839,0,0.27
100840,0,0.4
100841,0,0.42
100842,0,0.3
100843,0,0.5
100844,0,0.29
100845,0,0.14
100846,0,0.18
100847,0,0.46
100848,0,0.41
100849,0,0.24
100850,0,0.39
100851,0,0.32
100852,0,0.34
100853,0,0.24
100854,0,0.12
100855,0,0.36
100856,0,0.22
100857,1,0.55
100858,0,0.12
100859,0,0.18
100860,0,0.22
100861,0,0.14
100862,0,0.12
100863,0,0.34
100864,0,0.06
100865,0,0.18
